"source_id","source_name","author","title","description","url","url_to_image","published_at","content","top_article","engagement_reaction_count","engagement_comment_count","engagement_share_count","engagement_comment_plugin_count"
"abc-news","ABC News","The Associated Press","Where did the Sacklers move cash from their opioid maker?","""A settlement of claims that Purdue Pharma helped fuel the opioid epidemic may be at hand, but the question remains: Where are the billions Purdue's owners, the Sackler family, took from the company?""","https://abcnews.go.com/US/wireStory/sacklers-move-cash-opioid-maker-65407504","https://s.abcnews.com/images/US/WireAP_622cc29dd8004221b90ced10caa71247_16x9_992.jpg","2019-09-05T14:51:43Z","""Ninety minutes outside London, a turn down a narrow lane leads past fields of grazing cattle to a sign warning \""Private Keep Off.\"" Around an elbow bend, a great stone manor, its formal gardens and tennis court hidden behind thick hedges, commands a 5,000-acre… [+13471 chars]""",0,2,1,3,0
"the-wall-street-journal","The Wall Street Journal","Caitlin Ostroff","U.S. Stocks Higher on New Trade Talks","""Dow industrials jump more than 300 points, government-bond yields climb""","https://www.wsj.com/articles/global-stocks-rally-on-new-trade-talks-11567670077?mod=hp_lead_pos1","https://images.wsj.net/im-104191/social","2019-09-05T07:54:00Z","""Global stocks gained after the U.S. and China said they would hold talks in Washington in October, reigniting hopes for an eventual trade truce.\r\nTrade talks between two of the biggest global economies have spurred big moves across bond, stock and currency ma… [+151 chars]""",1,6,1,14,0
"business-insider","Business Insider","Ben Winck","A top Apple executive reveals the company thinks crypto has 'interesting long-term potential' (AAPL)","""Vice president of Apple Pay Jennifer Bailey told CNN Business during a private event in San Francisco that Apple is \""watching cryptocurrency,\"" adding the company thinks \""it has interesting long-term potential.\"" The comments follow Apple's latest push into con…""","https://www.businessinsider.com/top-apple-executive-reveals-company-is-watching-cryptocurrency-2019-9","https://images.markets.businessinsider.com/image/5d71276f2e22af02006f7a5f-2400/gettyimages-476363788.jpg","2019-09-05T17:16:46Z","""Justin Sullivan/Getty Images\r\n<ul><li>Vice president of Apple Pay Jennifer Bailey told CNN Business during a private event in San Francisco that Apple is \""watching cryptocurrency,\"" adding the company thinks \""it has interesting long-term potential.\""</li><li>Th… [+3037 chars]""",0,0,0,1657,0
"cnn","CNN","""Ahiza Garcia, CNN Business""","Apple exec: 'We're watching cryptocurrency'","""Apple Pay VP Jennifer Bailey talked about watching cryptocurrency and its \""interesting longterm potential.\"" She made her comments at The Table by CNN Business, a new event series featuring influential voices in business and technology.""","https://www.cnn.com/2019/09/05/tech/apple-pay-vp-jennifer-bailey-table-interview/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190829174006-apple-pay-vp-jennifer-bailey-table-interview-super-tease.jpg","2019-09-05T11:00:25Z","""At CNN Business' new live event series, The Table, we speak with transformative voices across industries about the ways in which technological disruption is changing their organization and the economy at large. Next month, we'll sit down with Brian Niccol, th… [+3739 chars]""",0,13,2,25,0
"business-insider","Business Insider","Ju Shardlow and Charlie Floyd","""How the Swiss Army knife factory makes 45,000 pocket knives per day""","""Victorinox is Europe's largest knife manufacturer, best known for its iconic Swiss Army knives that have been around for nearly 130 years. The iconic red pocket knife design was originally created by Karl Elsener in 1891. The Victorinox factory in Ibach, Swit…""","https://www.businessinsider.com/swiss-army-knife-factory-victorinox-pocket-knives-manufacturer-2019-9","https://amp.businessinsider.com/images/5d5ffb1223f19c5c7663565b-1920-960.jpg","2019-09-05T16:00:00Z","""You've probably used one, or know of the iconic shape. After all, 10 million of these pocket knives are produced annually. But how does one factory produce 45,000 each day, and in such a precise manner? \r\n The Swiss Army knives has been around for nearly 130 … [+1822 chars]""",0,1,0,3,0
"abc-news","ABC News","The Associated Press","Autopsy: Girl allegedly killed by stepmom was strangled","An autopsy has found that a 10-year-old Indiana girl whose body was found in a plastic bag in a shed behind her home was strangled","https://abcnews.go.com/US/wireStory/autopsy-girl-allegedly-killed-stepmom-strangled-65410225","https://s.abcnews.com/images/US/WireAP_da567a84e9cd4a90ad6ee3115cd7139b_16x9_992.jpg","2019-09-05T17:08:17Z","""An autopsy has found that a 10-year-old Indiana girl whose body was found in a plastic bag in a shed behind her home was strangled.\r\nSkylea Carmack's stepmother, 34-year-old Amanda D. Carmack, is being held on preliminary charges of murder, neglect, strangula… [+461 chars]""",0,0,0,1,0
"al-jazeera-english","Al Jazeera English",null,"Hong Kong's Summer of Defiance","A two-part special report tracing the causes and possible consequences of Hong Kong's pro-democracy protest movement.","https://www.aljazeera.com/programmes/peopleandpower/2019/09/hong-kong-summer-defiance-190904141702029.html",null,"2019-09-05T08:00:31Z",null,0,238,20,44,0
"cnn","CNN","""Lisa Respers France, CNN""","Kevin Hart 911 call: 'He's not coherent at all'","""As Kevin Hart recuperates from a car accident, reported audio of a 911 call is giving some insight into the seriousness of the crash.""","https://www.cnn.com/2019/09/05/entertainment/kevin-hart-911-call-trnd/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190905101422-02-kevin-hart-file-super-tease.jpg","2019-09-05T15:14:41Z",null,0,1,5,21,0
"business-insider","Business Insider","Dave Smith","The Apple TV’s best feature is these incredible 4K screensavers filmed by drones and helicopters — here's how to get them on your computer (AAPL)","""The Apple TV's unique 4K screensavers are one of the best features of the entire system. Apple used helicopters, drones, and even the International Space Station to film its screensavers, which are shot all around the world. There's actually a way to enjoy th…""","https://www.businessinsider.com/how-to-get-apple-tv-aerial-screensavers-mac-windows-computer-2019-9","https://amp.businessinsider.com/images/5d712c232e22af4c2620f8aa-2732-1366.jpg","2019-09-05T16:30:25Z","""Apple really outdid itself when it came time to make screensavers for the Apple TV, its streaming set-top box for televisions. \r\n Back in 2015, when Apple unveiled the fourth-generation Apple TV, one of the standout features was how it could play gorgeous scr… [+541 chars]""",0,1,1,3,0
"cbs-news","CBS News","CBS News","Orlando Bloom on how his new show \"Carnival Row\" comments on the refugee crisis","""Actor Orlando Bloom got his big break playing the elf Legolas in the box office hit “The Lord of the Rings” trilogy. Now, Bloom is returning to fantasy in Amazon’s new series “Carnival Row” with actress Cara Delevingne. Bloom stars as a detective investigatin…""","https://www.cbsnews.com/video/orlando-bloom-on-how-his-new-show-carnival-row-comments-on-the-refugee-crisis/","https://cbsnews1.cbsistatic.com/hub/i/r/2019/09/05/2acbf86e-a59f-4055-bf3a-715365f3819f/thumbnail/1200x630/7bfe1b353cbf89ca4998a0b77b771363/0905-ctm-orlandobloomqa-1927261-640x360.jpg","2019-09-05T12:58:36Z",null,0,19,4,2,0
"the-new-york-times","The New York Times","Besha Rodell","""In Australia’s Vast North, an Oasis Serves Thai Food""","""Border Store, a souvenir and snack shop in Kakadu National Park, is a favorite of tourists and locals in a sparsely populated area.""","https://www.nytimes.com/2019/09/05/dining/border-store-review-thai.html","https://static01.nyt.com/images/2019/09/05/dining/05fare-slideshow-slide-144J/05fare-slideshow-slide-144J-facebookJumbo.jpg","2019-09-05T16:17:03Z","""On first look, Border Stores menu seems fairly standard, if you discount the fact that there is almost nothing to eat this far into the wilderness, let alone lovingly cooked Thai classics. But Mr. Brown and Ms. Mana grow their own herbs. Vegetables are fresh … [+2128 chars]""",0,0,0,6,0
"newsweek","Newsweek","Kashmira Gander","""Migraines a Risk Factor for Developing Dementia and Alzheimer's, Study Suggests""","Migraines and dementia are among the most common neurological conditions across the world.","https://www.newsweek.com/migraines-risk-factor-developing-dementia-alzheimers-study-suggests-1457605","https://d.newsweek.com/en/full/1524936/headache-migraine-pain-woman-stock-getty.jpg","2019-09-05T10:18:37Z","""Migraines could raise the risk of developing dementia, including Alzheimer's disease, according to researchers. The study published in the International Journal of Geriatric Psychiatryinvolved 679 people aged 65 or over in Canada, who didn't have dementia.\r\nT… [+3459 chars]""",0,3,0,5,0
"reuters","Reuters","Nina Chestney","Global renewables investment to triple this decade: U.N.","""Global investment in new capacity for renewable energy is on course to reach $2.6 trillion by the end of this decade, more than triple the amount of the previous decade, a report commissioned by the U.N. Environment Programme says.""","https://in.reuters.com/article/renewables-investment-idINKCN1VQ1V8","https://s4.reutersmedia.net/resources/r/?m=02&d=20190905&t=2&i=1426560175&w=1200&r=LYNXNPEF841DZ","2019-09-05T14:06:43Z","""LONDON (Reuters) - Global investment in new capacity for renewable energy is on course to reach $2.6 trillion by the end of this decade, more than triple the amount of the previous decade, a report commissioned by the U.N. Environment Programme says. \r\nThe fi… [+2223 chars]""",0,0,0,0,0
"business-insider","Business Insider","John Haltiwanger","Bernie Sanders said birth control can help fight climate change. Here's why it's such a thorny issue.","Sen. Bernie Sanders touched on one of the thorniest issues in politics during a climate change town hall hosted by CNN on Wednesday night. Sanders suggested that improving access to birth control and increasing women's reproductive rights could help thwart cl…","https://www.businessinsider.com/bernie-sanders-said-birth-control-can-help-fight-climate-change-2019-9","https://amp.businessinsider.com/images/5d713af72e22af5bac77a935-1920-960.jpg","2019-09-05T17:18:50Z","""Sen. Bernie Sanders on Wednesday suggested that empowering women across the world by offering improved access to birth control could help thwart climate change. \r\n During a climate change town hall hosted by CNN, a teacher named Martha Readyoff brought up pop… [+4548 chars]""",0,3,0,5,0
"newsweek","Newsweek","Kashmira Gander","""Teenager Uses Her Jiujitsu Skills to Fight Off, Floor Knifeman: 'We're Taught How to Defend Ourselves'""","""\""He was shouting to let him go and he would run off,\"" the schoolgirl said.""","https://www.newsweek.com/teenage-ju-jitsu-fight-knife-man-defend-ourselves-1457778","https://d.newsweek.com/en/full/1525194/jujitsu-martial-arts-judo-stock-getty.jpg","2019-09-05T07:51:38Z","""A teenage girl used her martial arts skills to fight off a knife-wielding man who tried to rob her and a friend.\r\nAlex Jeanguillaume, 15, and her friend Edwin Tosney were in Wharfemeadows Park in Leeds, a city in the northern county of Yorkshire, U.K., on Fri… [+2577 chars]""",0,41,7,6,0
"the-irish-times","The Irish Times","Carl O'Brien","McHugh says use of reduced timetables for vulnerable pupils is ‘unacceptable’","Minister stops short of taking new steps to monitor or restrict the practice","https://www.irishtimes.com/\t\t\t\t\t\t\t/news/education/mchugh-says-use-of-reduced-timetables-for-vulnerable-pupils-is-unacceptable-1.4009213\t","https://www.irishtimes.com/image-creator/?id=1.4009212&origw=1440","2019-09-05T16:23:35Z","""The use of reduced timetables to manage the behaviour of vulnerable pupils is unacceptable in an education system that promotes inclusion at its core, according to Minister for Education Joe McHugh.\r\nHowever, he did not say if he was taking any fresh steps to… [+2793 chars]""",1,null,null,null,null
"cnn","CNN","""Donald Judd, CNN""","Buttigieg: 'I feel sorry for the President' after he showed apparently altered hurricane map","""Pete Buttigieg said Thursday he feels \""sorry for the President\"" after Donald Trump used an apparently altered National Weather Service map to vindicate his erroneous claim Hurricane Dorian would affect Alabama, calling the President's comments \""literally path…""","http://us.cnn.com/2019/09/05/politics/pete-buttigieg-trump-hurricane-map-cnn-tv/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190904222241-07-pete-buttigieg-climate-town-hall-super-tease.jpg","2019-09-05T14:08:49Z","""(CNN)Pete Buttigieg said Thursday he feels \""sorry for the President\"" after Donald Trump used an apparently altered National Weather Service map to vindicate his erroneous claim Hurricane Dorian would affect Alabama, calling the President's comments \""literally… [+2679 chars]""",1,0,0,0,0
"reuters","Reuters","Reuters Editorial","""Gilbert earns 10th Grand Tour stage win at Vuelta, Roglic still overall leader""","""Belgian rider Philippe Gilbert earned the 10th Grand Tour stage victory of his career by winning stage 12 of the Vuelta a Espana on Thursday, whilst Primoz Roglic held on to the red jersey as there was no change in the general classification.""","https://www.reuters.com/article/us-cycling-vuelta-idUSKCN1VQ27D","https://s4.reutersmedia.net/resources_v2/images/rcom-default.png","2019-09-05T16:24:16Z","""BILBAO (Reuters) - Belgian rider Philippe Gilbert earned the 10th Grand Tour stage victory of his career by winning stage 12 of the Vuelta a Espana on Thursday, whilst Primoz Roglic held on to the red jersey as there was no change in the general classificatio… [+1482 chars]""",0,0,0,1,0
"espn","ESPN",null,"Dept. of Education fines MSU for Nassar failures","Michigan State has been fined $4.5 million by the U.S. Department of Education -- the largest fine in the history of the Clery Act -- for its \"complete failure\" in handling Larry Nassar and William Strampel.","http://espn.go.com/college-sports/story/_/id/27543700/dept-education-fines-msu-nassar-failure","https://a3.espncdn.com/combiner/i?img=%2Fphoto%2F2015%2F1030%2Fr21428_1296x729_16%2D9.jpg","2019-09-05T16:29:48Z","Michigan State University will pay a fine of $4.5 million and has agreed to make \"major changes\" to its Title IX procedures to resolve a Department of Education investigation into how the institution handled sexual assault complaints related to disgraced univ… [+2651 chars]",1,0,0,0,0
"reuters","Reuters","Reuters Editorial","""Delay Brexit? I'd rather be dead in a ditch, says PM Johnson""","""British Prime Minister Boris Johnson promised on Thursday he would never delay Britain's exit from the European Union, due on Oct. 31, saying he would rather be \""dead in a ditch\"" than do so.""","https://www.reuters.com/article/us-britain-eu-johnson-delay-idUSKCN1VQ29K","https://s4.reutersmedia.net/resources/r/?m=02&d=20190905&t=2&i=1426604807&w=1200&r=LYNXNPEF841P9","2019-09-05T17:00:05Z","""WAKEFIELD, England (Reuters) - British Prime Minister Boris Johnson promised on Thursday he would never delay Britain’s exit from the European Union, due on Oct. 31, saying he would rather be “dead in a ditch” than do so. \r\nAsked if he could promise to the Br… [+381 chars]""",0,0,0,824,0
"newsweek","Newsweek","Kelly Wynne","Will Hannah Brown Be on 'Bachelor in Paradise' in 2020? The Former Bachelorette Plans Her Next Steps","""She didn't find lasting love on 'The Bachelorette', but Brown could join the spinoff for another chance at romance.""","https://www.newsweek.com/hannah-brown-bachelor-paradise-possible-1457871","https://d.newsweek.com/en/full/1525367/hannah-brown.jpg","2019-09-05T16:22:17Z","""Hannah Brown got engaged on The Bachelorette, but she didn't find her happily ever after. That doesn't mean her future isn't filled with love and, maybe, even more roses.\r\nBrown gave her final rose to Jed Wyatt during her summer 2019 season. She later broke o… [+2078 chars]""",0,0,0,0,0
"reuters","Reuters","Reuters Editorial","""House panel to discuss Big Tech's impact on privacy, antitrust""","""The House of Representatives' antitrust panel will hold a hearing next week to discuss the effect of consumer data collection by big tech platforms, like Alphabet's Google and Amazon , on online competition.""","https://www.reuters.com/article/us-tech-congress-hearing-idUSKCN1VQ1ZC","https://s2.reutersmedia.net/resources/r/?m=02&d=20190905&t=2&i=1426572599&w=1200&r=LYNXNPEF841HD","2019-09-05T14:58:30Z","""WASHINGTON (Reuters) - The House of Representatives’ antitrust panel will hold a hearing next week to discuss the effect of consumer data collection by big tech platforms, like Alphabet’s Google (GOOGL.O) and Amazon (AMZN.O), on online competition. \r\nThe Hous… [+729 chars]""",0,2,0,1663,0
"abc-news","ABC News","The Associated Press","""Rare, two-headed rattlesnake found in New Jersey forest""","""Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.""","https://abcnews.go.com/Weird/wireStory/rare-headed-rattlesnake-found-jersey-forest-65403292",null,"2019-09-05T11:27:54Z","It looks like something from a science fiction movie.\r\nA newborn two-headed timber rattlesnake has been found in New Jersey's Pine Barrens. Herpetological Associates of Burlington County CEO Bob Zappalorti says the snake has two brains and each head acts inde… [+450 chars]",0,1,0,12,0
"the-irish-times","The Irish Times","Kevin O'Sullivan","Ireland unlikely to follow Germany in banning weed killer glyphosate","Department of Agriculture said it would await outcome of review to begin later this year","https://www.irishtimes.com/news/health/ireland-unlikely-to-follow-germany-in-banning-weed-killer-glyphosate-1.4008986","https://www.irishtimes.com/image-creator/?id=1.4008985&origw=1440","2019-09-05T12:29:22Z","Ireland is unlikely to follow Germany and other EU countries in banning use of the weed killer glyphosate the subject of billion-dollar US lawsuits over claims it causes cancer. \r\nThe German ban will apply from the end of 2023 while its use will be limited be… [+2877 chars]",0,24,3,13,0
"cnn","CNN",null,"Scarlett Johansson defends Woody Allen","Scarlett Johansson defended Woody Allen against sexual abuse allegations in a recent interview with the Hollywood Reporter. Johansson reportedly said she believes the director's claims of innocence and would work with Allen \"anytime.\"","https://www.cnn.com/videos/entertainment/2019/09/05/scarlett-johansson-defends-woody-allen-mxp-vpx.hln","https://cdn.cnn.com/cnnnext/dam/assets/190905080628-scarlett-johansson-woody-allen-super-tease.jpg","2019-09-05T15:13:47Z","Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.",0,0,0,11,0
"business-insider","Business Insider","Mark Matousek","""Porsche's $153,510 electric sports car, the Taycan, is set to compete with Tesla's Model S — here's how they stack up (TSLA)""","""Porsche on Wednesday unveiled the production versions of its first fully electric sports car, the Taycan Turbo and the Taycan Turbo S. The vehicles will compete against Tesla 's Model S sedan. The Model S has better acceleration, a higher top speed, and will …""","https://www.businessinsider.com/porsche-taycan-turbo-and-tesla-model-s-compared-stats-specs-2019-9","https://amp.businessinsider.com/images/5d712c382e22af643f3a3525-1334-667.jpg","2019-09-05T15:40:37Z","It can be difficult to compare charging times between electric vehicles because there isn't a single metric all automakers use to measure it. \r\n Porsche says the Taycan Turbo and the Taycan Turbo S can charge from 5% to 80% in 22.5 minutes \"under ideal condit… [+557 chars]",0,20,3,13,0
"the-new-york-times","The New York Times","Steven Lee Myers","""In Hong Kong Protests, China Angrily Connects Dots Back to U.S.""","""More and more fervently, China is depicting American support for democratic rights in Hong Kong as part of a plot to undermine the Communist Party.""","https://www.nytimes.com/2019/09/05/world/asia/china-hong-kong-protests.html","https://static01.nyt.com/images/2019/09/02/world/00hk-china-1/00hk-china-1-facebookJumbo.jpg","2019-09-05T09:00:07Z","""Hong Kong, by contrast, still allows nongovernmental organizations a great deal of freedom, and the work that many of them do is effectively an affront to the values of the Communist government in Beijing. The National Endowment for Democracy, for example, re… [+1583 chars]""",0,242,232,148,0
"reuters","Reuters","Reuters Editorial","""Hong Kong a priority for U.S. Senate Democrats, leader says""","""Legislation addressing China's actions in Hong Kong will be among the top priorities pushed by U.S. Senate Democrats when Congress returns to work after a recess next week, their leader said on Thursday.""","https://www.reuters.com/article/us-hongkong-protests-senate-idUSKCN1VQ29O","https://s4.reutersmedia.net/resources_v2/images/rcom-default.png","2019-09-05T17:03:45Z","""WASHINGTON (Reuters) - Legislation addressing China’s actions in Hong Kong will be among the top priorities pushed by U.S. Senate Democrats when Congress returns to work after a recess next week, their leader said on Thursday. \r\nThe statement by Senator Chuck… [+2639 chars]""",0,0,0,821,0
"the-new-york-times","The New York Times","Sloane Crosley","""25 Years Later, It Turns Out Phoebe Was the Best Friend""","""Phoebe Buffay may have appeared to be the quirky sidekick on “Friends,” but she was the most grounded member of the sixsome all along.""","https://www.nytimes.com/2019/09/05/arts/television/phoebe-buffay-friends.html","https://static01.nyt.com/images/2019/09/08/arts/08friends-phoebe-combo/08friends-phoebe-combo-facebookJumbo.jpg","2019-09-05T09:32:05Z","""Like a precursor to Dwight Schrute in The Office, Phoebe is a Trojan horse for dark humor on a network sitcom. Ross has his dinosaurs, Rachel has Bloomingdales, Monica is a neat freak, but Phoebe gets the grit of the world. Her mother killed herself in the fa… [+1234 chars]""",0,79,43,35,0
"business-insider","Business Insider","Grace Panetta","San Francisco passes a resolution declaring the NRA a domestic terror organization","The San Francisco Board of Supervisors passed a resolution declaring the National Rifle Association to be a domestic terror organization in the wake of a series of devastating mass shootings. The Board of Supervisors charged that the NRA \"spreads propaganda t…","https://www.businessinsider.com/san-francisco-declares-nra-domestic-terror-organization-2019-9","https://amp.businessinsider.com/images/5d7106642e22af07bf41a75c-2732-1366.jpg","2019-09-05T14:49:02Z","The San Francisco Board of Supervisors passed a resolution on Tuesday declaring the National Rifle Association to be a domestic terror organization in the wake of a series of devastating mass shootings over the summer. \r\n The summer of 2019 saw mass shootings… [+2777 chars]",0,862,540,133,0
"business-insider","Business Insider","Paige Leskin","""Facebook just launched its dating service in the US, and it has a clear advantage that could help it beat out Tinder and Bumble (FB)""","""Facebook on Thursday launched its in-app dating feature, called Facebook Dating, in the United States. The dating feature shows cards of other Facebook members who have also opted into the service, and won't surface your current Facebook friends as potential …""","https://www.businessinsider.com/facebook-dating-united-states-launch-2019-9","https://amp.businessinsider.com/images/5d70f64e2e22af659e383be8-2560-1280.jpg","2019-09-05T13:45:00Z","""Facebook launched its in-app dating service Thursday in the United States, the 20th country where the feature has premiered. \r\n Facebook Dating exists within the Facebook app in its own tab. The potential matches that come up in Facebook Dating are not your e… [+2723 chars]""",0,95,42,44,0
"reuters","Reuters","Joseph White","GM will use Google to power future infotainment systems","""General Motors Co will use embedded Google technology to power navigation, voice activated controls and other vehicle infotainment functions starting in 2021, in a win for Alphabet Inc in the race with Amazon.com and other technology companies to control dash…""","https://www.reuters.com/article/us-autos-gm-google-idUSKCN1VQ1VE","https://s2.reutersmedia.net/resources/r/?m=02&d=20190905&t=2&i=1426560326&w=1200&r=LYNXNPEF841E4","2019-09-05T14:00:00Z","""DETROIT (Reuters) - General Motors Co(GM.N) will use embedded Google technology to power navigation, voice activated controls and other vehicle infotainment functions starting in 2021, in a win for Alphabet Inc (GOOGL.O) in the race with Amazon.com and other … [+3395 chars]""",0,5,2,1463,0
"cnn","CNN","""Paul R. La Monica, CNN Business""","US networking equipment maker Ciena continues to thrive during Huawei ban","Ciena has gained some increased business since the US banned the use of some of Huawei's products. CEO Gary Smith said European carriers are diversifying away from Ciena. But the stock tumbled on worries about slowing growth in India.","https://www.cnn.com/2019/09/05/investing/ciena-earnings-huawei/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190905095404-gary-smith-ciena-file-restricted-super-tease.jpg","2019-09-05T15:57:46Z","""New York (CNN Business)Ciena, a telecommunications networking equipment company that competes with Huawei, has gained some business since the United States banned many of the Chinese company's products. \r\nBut the impact isn't as pronounced in the United State… [+1892 chars]""",0,4,0,8,0
"the-new-york-times","The New York Times","Linda Qiu","Fact-Checking Trump’s Claims About China’s ‘Worst Year’","""China has experienced its “worst year” in 57 years, the president said Wednesday, a few years short of the 61 years he estimated last week and a couple of decades more than the 35 years he claimed last month.""","https://www.nytimes.com/2019/09/04/us/politics/fact-checking-trump-china.html","https://static01.nyt.com/images/2019/09/04/us/politics/04dc-factcheck/merlin_157191180_989de729-06a7-4c1b-bf33-8a89f3b66add-facebookJumbo.jpg","2019-09-05T16:11:35Z","""What Trump said\r\nWe have taken in tens of billions of dollars in tariffs from China. Prices have not gone up, or theyve gone up very little. China has paid for most of that, and I say paid for all of it. China has now had the worst year theyve had in 57 years… [+1264 chars]""",0,14,3,43,0
"bbc-news","BBC News","https://www.facebook.com/bbcnews","Tyrannosaurus rex had 'air-con' in its head","""Two holes in the mighty predator's head may have helped it lose heat, according to scientists.""","https://www.bbc.co.uk/news/science-environment-49595680","https://ichef.bbci.co.uk/news/1024/branded_news/60BA/production/_108626742_mediaitem108626741.jpg","2019-09-05T12:45:01Z","""Image copyrightScience Photo LibraryImage caption\r\n Artwork: T. rex was a formidable predator during the Cretaceous Period\r\nAs a big, active predator, the mighty Tyrannosaurus rex needed a way to cool down.\r\nNow, scientists say that two large holes in its sku… [+3294 chars]""",0,522,111,261,0
"the-irish-times","The Irish Times","Sarah Burns","Focus Ireland reports assisting record numbers in 2018","""Homeless charity says it supported more than 15,500 people last year""","https://www.irishtimes.com/news/social-affairs/focus-ireland-reports-assisting-record-numbers-in-2018-1.4008847","https://www.irishtimes.com/image-creator/?id=1.4008845&origw=875","2019-09-05T09:28:31Z","""More than 15,500 people were supported by Focus Ireland last year in what was a record number for the homeless charity. \r\nThe figures are a rise of more than 7 per cent from the 14,500 people helped in 2017 and a 14 per cent increase on the previous year. \r\nT… [+1896 chars]""",0,0,0,0,0
"cnn","CNN","""AJ Willingham, CNN""","""Squirrels listen in on bird chatter to decide if they're safe, and that's scientifically significant""","""Squirrels are capricious little creatures. And aside from taunting the neighborhood dogs and using your gutters as water slides, it appears they also eavesdrop on bird chatter to gauge their safety.""","https://www.cnn.com/2019/09/05/us/squirrel-bird-chatter-science-study-scn-trnd/index.html","https://cdn.cnn.com/cnnnext/dam/assets/131223110757-squirrel-invades-pitch-story-top.jpg","2019-09-05T14:49:38Z","""(CNN)Squirrels are capricious little creatures. And aside from taunting the neighborhood dogs and using your gutters as water slides, it appears they also eavesdrop on bird chatter to gauge their safety. \r\nA new study published in the journal PLOS One conclud… [+2079 chars]""",0,163,32,192,0
"reuters","Reuters","Mohammed Mukhashaf","Thousands of Yemenis rally in Aden in support of the UAE","""Thousands of Yemenis marched in Aden on Thursday in support of the United Arab Emirates, which assists separatists who seized the southern city from the Saudi-backed government in a power struggle that has opened a new front in Yemen's war.""","https://www.reuters.com/article/us-yemen-security-idUSKCN1VQ289","https://s4.reutersmedia.net/resources_v2/images/rcom-default.png","2019-09-05T16:34:02Z","""ADEN (Reuters) - Thousands of Yemenis marched in Aden on Thursday in support of the United Arab Emirates, which assists separatists who seized the southern city from the Saudi-backed government in a power struggle that has opened a new front in Yemen’s war. \r\n… [+3308 chars]""",0,1,0,10,0
"the-new-york-times","The New York Times","By Aidan Gardiner","""‘I Put My Own Life on Hold’: Adult Children on the Pain, and Joy, of Caring for Elderly Parents""","""Readers shared their experiences of helping ailing relatives. For some, it brought crippling financial burdens and depression. Many also found moments of profound joy.""","https://www.nytimes.com/2019/09/05/reader-center/taking-care-of-elderly-relatives.html","https://static01.nyt.com/images/2019/09/05/insider/05readers-caregiving/05readers-caregiving-facebookJumbo.jpg","2019-09-05T12:36:48Z","""We continued to work, to raise our two sons and to try to have our normal family routine while going through this difficult journey of seeing the best parents in the world slowly die. \r\nI had to resign in 2016 to take care of mom. Lost income was hard, but lo… [+1562 chars]""",0,63,16,47,0
"cnn","CNN","""Anneken Tappe, CNN Business""","3 things to watch in the August jobs report","""The US job market probably took a breather in August, slowing amid a summer lull and an escalating trade war, economists expect.""","https://www.cnn.com/2019/09/05/economy/august-jobs-report-expectations/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190904143420-august-jobs-report-expectations-190904-super-tease.jpg","2019-09-05T11:50:42Z","""New York (CNN Business)The US job market probably took a breather in August, slowing amid a summer lull and an escalating trade war, economists expect.\r\nEven with a summer slowdown for new jobs, the US labor market remains tight. The unemployment rate is expe… [+3133 chars]""",0,24,7,11,0
"reuters","Reuters","Joshua Franklin","WeWork considers slashing IPO valuation amid pushback: sources","""WeWork owner The We Company is considering slashing the valuation it will seek in an initial public offering (IPO) at a little over $20 billion, less than half the $47 billion valuation it achieved in a private fundraising round in January, people familiar wi…""","https://in.reuters.com/article/us-wework-ipo-idINKCN1VQ1PE","https://s3.reutersmedia.net/resources/r/?m=02&d=20190905&t=2&i=1426538241&w=1200&r=LYNXNPEF8417N","2019-09-05T14:53:27Z","""(Reuters) - WeWork owner The We Company is considering slashing the valuation it will seek in an initial public offering (IPO) at a little over $20 billion, less than half the $47 billion valuation it achieved in a private fundraising round in January, people… [+1176 chars]""",0,0,0,0,0
"the-new-york-times","The New York Times","Kimiko de Freytas-Tamura and Edgar Sandoval","""82-Year-Old Slipped by Doormen to Steal $400,000 in Jewelry, Police Say""","""He pretended to live in the ritzy buildings. His unassuming demeanor, simple clothes and large glasses supposedly helped.""","https://www.nytimes.com/2019/09/04/nyregion/elderly-burglar-ny.html","https://static01.nyt.com/images/2019/09/04/nyregion/04oldburgular02/04oldburgular02-facebookJumbo.jpg","2019-09-05T15:14:19Z","""Mr. Sabatino typically slipped into high-end residential buildings, going to the top floors carrying a black bag, Lieutenant Blake said. He looked for signs of vacationing residents newspapers or packages left in the hallway and would fiddle with the doorknob… [+1580 chars]""",0,672,141,151,0
"bbc-news","BBC News",null,"UK PM's brother resigns","Divisions over Brexit continue as British MPs are set to vote again on Monday on whether to have an election -- after the House of Commons rejected one in a vote on Wednesday. Also in the programme: The Philippines ghost town and why some people are left-hand…","https://www.bbc.co.uk/programmes/w172wq4vs6btdd2","https://ichef.bbci.co.uk/images/ic/1200x675/p07mk6zf.jpg","2019-09-05T14:25:00Z","Divisions over Brexit continue as British MPs are set to vote again on Monday on whether to have an election -- after the House of Commons rejected one in a vote on Wednesday. \r\nAlso in the programme: The Philippines ghost town and why some people are left-ha… [+210 chars]",0,0,0,0,0
